Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode
12 COLOUR  PICASSO PASTELS,ART ITEMS,,,None,,stationery,,,105.17,None,0,Inclusive,140,100000,1080782
STENCIL STUDENT LETTERING,ART ITEMS,,,None,,stationery,,,55,None,0,Inclusive,90,100000,1080783
NO:016 BLACK FABRIC PAINT,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,90,100000,1080784
NO:023 BRILLIANT PRPLE,ART ITEMS,,,None,,stationery,,,44,None,0,Inclusive,60,100000,1080785
NO:236 LEMON YELLOW,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,75,100000,1080786
NO:062 CRIMSON FABRIC PAINT,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,90,100000,1080787
NO:351 PRUSSIAN BLUE,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,75,100000,1080788
TFS WH TAKLON BRUSH #10,ART ITEMS,,,None,,stationery,,,136.5,None,0,Inclusive,195,100000,1080789
TFS WH TAKLON BRUSH #8F,ART ITEMS,,,None,,stationery,,,122.5,None,0,Inclusive,175,100000,1080790
STENCIL STUDENT LETTERING,ART ITEMS,,,None,,stationery,,,27.5,None,0,Inclusive,55,100000,1080791
PAINT TUBE C05,ART ITEMS,,,None,,stationery,,,200,None,0,Inclusive,300,100000,1080792
LOT NO: 368 D GREEN WOOL,ART ITEMS,,,None,,stationery,,,40,None,0,Inclusive,60,100000,1080793
WHITE WOOL,ART ITEMS,,,None,,stationery,,,42.5,None,0,Inclusive,60,100000,1080794
BROWN WOOL,ART ITEMS,,,None,,stationery,,,40,None,0,Inclusive,60,100000,1080795
CROSS STITCH 55 X 46 CM,ART ITEMS,,,None,,stationery,,,460,None,0,Inclusive,575,100000,1080796
CROSS STITCH 38 X 86 CM,ART ITEMS,,,None,,stationery,,,380,None,0,Inclusive,475,100000,1080797
CROSS STITCH 41 X 91CM,ART ITEMS,,,None,,stationery,,,520,None,0,Inclusive,650,100000,1080798
NO: 0 APPLE PAINT BRUSH,ART ITEMS,,,None,,stationery,,,175,None,0,Inclusive,255,100000,1080799
MIXING PALETTE L C04,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,70,100000,1080800
MIXING PALETTE M C04,ART ITEMS,,,None,,stationery,,,20,None,0,Inclusive,25,100000,1080801
METALLIC GOLD 30ML ACRON DFP,ART ITEMS,,,None,,stationery,,,140,None,0,Inclusive,175,100000,1080802
METALLIC COPPER 10ML,ART ITEMS,,,None,,stationery,,,96,None,0,Inclusive,120,100000,1080803
METALLIC GREEN 10ML,ART ITEMS,,,None,,stationery,,,96,None,0,Inclusive,120,100000,1080804
NO:23 ULTRAMARINE BLUE FB,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080805
25 PENTEL OIL PASTEL,ART ITEMS,,,None,,stationery,,,375,None,0,Inclusive,450,100000,1080806
36 PENTEL OIL PASTEL,ART ITEMS,,,None,,stationery,,,500,None,0,Inclusive,600,100000,1080807
50 PENTEL OIL PASTEL,ART ITEMS,,,None,,stationery,,,660,None,0,Inclusive,800,100000,1080808
3D GLITTER PURPLE 20ML,ART ITEMS,,,None,,stationery,,,86,None,0,Inclusive,115,100000,1080809
ARTIST TUBE S,ART ITEMS,,,None,,stationery,,,350,None,0,Inclusive,525,100000,1080810
ARTIST TUBE M,ART ITEMS,,,None,,stationery,,,450,None,0,Inclusive,680,100000,1080811
WOOD CRAFT SET,ART ITEMS,,,None,,stationery,,,300,None,0,Inclusive,435,100000,1080812
NO: 07 GT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,150,None,0,Inclusive,200,100000,1080813
NO: 11 GT PAINT BRSH,ART ITEMS,,,None,,stationery,,,230,None,0,Inclusive,270,100000,1080814
NO: 12 GT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,250,None,0,Inclusive,290,100000,1080815
NO:05 COLOR CRAFT PB,ART ITEMS,,,None,,stationery,,,130,None,0,Inclusive,180,100000,1080816
WATERCOLOUR PAD 210/297,ART ITEMS,,,None,,stationery,,,488,None,0,Inclusive,690,100000,1080817
MIXING PALETTE S,ART ITEMS,,,None,,stationery,,,35,None,0,Inclusive,50,100000,1080818
MIXING PALETTE M,ART ITEMS,,,None,,stationery,,,65,None,0,Inclusive,95,100000,1080819
MIXING PALETTE L,ART ITEMS,,,None,,stationery,,,85,None,0,Inclusive,140,100000,1080820
36 COLOUR OIL PASTELS,ART ITEMS,,,None,,stationery,,,169.23,None,0,Inclusive,220,100000,1080821
12 COLOURED PENCILS,ART ITEMS,,,None,,stationery,,,290.25,None,0,Inclusive,430,100000,1080822
24 COLOUR JUMBO CRAYON,ART ITEMS,,,None,,stationery,,,261,None,0,Inclusive,290,100000,1080823
24 CRAYONS PLAYSKOOL,ART ITEMS,,,None,,stationery,,,169,None,0,Inclusive,250,100000,1080824
12 COLOUR WASHABLE SIIM MARKER,ART ITEMS,,,None,,stationery,,,446,None,0,Inclusive,650,100000,1080825
WOOL,ART ITEMS,,,None,,stationery,,,40,None,0,Inclusive,60,100000,1080826
QILLING STENCIL,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,120,100000,1080827
QUING STENCIL,ART ITEMS,,,None,,stationery,,,250,None,0,Inclusive,430,100000,1080828
VELVET BOARD,ART ITEMS,,,None,,stationery,,,29.5,None,0,Inclusive,40,100000,1080829
PAINT BRUSH 1-6,ART ITEMS,,,None,,stationery,,,21.55,None,0,Inclusive,50,100000,1080830
PAINT BRUSH 7-12,ART ITEMS,,,None,,stationery,,,23.5,None,0,Inclusive,70,100000,1080831
FEVICRYL 15ML VANDYKE BROWN,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080832
FEVICRYL 15ML VIOLET,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080833
COLOUR CRAFT WHITE TAKLON SET,ART ITEMS,,,None,,stationery,,,160,None,0,Inclusive,200,100000,1080834
COLOUR CRAFT PONY HAIR,ART ITEMS,,,None,,stationery,,,144,None,0,Inclusive,180,100000,1080835
NO.0 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,40,None,0,Inclusive,60,100000,1080836
NO.01 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,35,None,0,Inclusive,70,100000,1080837
NO.02 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,38,None,0,Inclusive,75,100000,1080838
NO.03 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,40,None,0,Inclusive,80,100000,1080839
NO.04 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,44,None,0,Inclusive,85,100000,1080840
NO.05 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,75,None,0,Inclusive,90,100000,1080841
NO.06 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,56.25,None,0,Inclusive,95,100000,1080842
NO.07 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,65,None,0,Inclusive,100,100000,1080843
NO.08 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,75,None,0,Inclusive,110,100000,1080844
NO.10 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,95,None,0,Inclusive,125,100000,1080845
NO.11 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,105,None,0,Inclusive,140,100000,1080846
NO.12 PONY HAIR PB,ART ITEMS,,,None,,stationery,,,115,None,0,Inclusive,150,100000,1080847
HOBBY LOBBY QUILLING KIT,ART ITEMS,,,None,,stationery,,,312,None,0,Inclusive,390,100000,1080848
DESIGNER STENCILS C04,ART ITEMS,,,None,,stationery,,,140,None,0,Inclusive,200,100000,1080849
DESIGNER STENCILS S C04,ART ITEMS,,,None,,stationery,,,122.5,None,0,Inclusive,175,100000,1080850
FACE PAINT,ART ITEMS,,,None,,stationery,,,140,None,0,Inclusive,180,100000,1080851
3D GLITTER MEGENTA 20ML,ART ITEMS,,,None,,stationery,,,86,None,0,Inclusive,115,100000,1080852
023 BRILLIANT PURPLE FABRICA CAMEL,ART ITEMS,,,None,,stationery,,,67.5,None,0,Inclusive,90,100000,1080853
NO:478 WHITE FABRICA CAMEL,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,75,100000,1080854
NO:071 CERULEAN BLUE,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,75,100000,1080855
NO:298 PALE EMERALD,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,65,100000,1080856
446 VANDYKE BROWN FABRICA CAMEL,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,75,100000,1080857
173 GOLDEN YELLOW FABRIKA CAMEL,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,65,100000,1080858
STENCILS ALPHABET,ART ITEMS,,,None,,stationery,,,47,None,0,Inclusive,70,100000,1080859
SOLID MULTI CRAFT BANNERS PAINT,ART ITEMS,,,None,,stationery,,,200,None,0,Inclusive,285,100000,1080860
A4 DRAWING BOOK A4,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,110,100000,1080861
12 COLOUR PEPS,ART ITEMS,,,None,,stationery,,,336,None,0,Inclusive,480,100000,1080862
24 COLOUR PEPS,ART ITEMS,,,None,,stationery,,,672,None,0,Inclusive,960,100000,1080863
NO:18 PINK FABRIC PAINT 15ML,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080864
TFS TAKLON BRUSH #8R,ART ITEMS,,,None,,stationery,,,129.5,None,0,Inclusive,185,100000,1080865
ACRYLIC 200ML MARS BK,ART ITEMS,,,None,,stationery,,,440,None,0,Inclusive,550,100000,1080866
ACRYLIC 200ML TITANIUM WHITE,ART ITEMS,,,None,,stationery,,,440,None,0,Inclusive,550,100000,1080867
ACRYLIC 20ML CADMIUM RED,ART ITEMS,,,None,,stationery,,,440,None,0,Inclusive,550,100000,1080868
PAINT BRUSH,ART ITEMS,,,None,,stationery,,,15,None,0,Inclusive,20,100000,1080869
FLAT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,20,None,0,Inclusive,30,100000,1080870
TFS WH TAKLON BRUSH #12,ART ITEMS,,,None,,stationery,,,147,None,0,Inclusive,210,100000,1080871
TFS WH TAKLON BRUSH #14,ART ITEMS,,,None,,stationery,,,161,None,0,Inclusive,230,100000,1080872
A4 160 PGS SKETCH PAD,ART ITEMS,,,None,,stationery,,,240,None,0,Inclusive,475,100000,1080873
PAINTING KNIFE,ART ITEMS,,,None,,stationery,,,490,None,0,Inclusive,710,100000,1080874
GLITTER GLUE 7 COLOUR,ART ITEMS,,,None,,stationery,,,285,None,0,Inclusive,450,100000,1080875
CHROME YELLOW MULTI CRAFT,ART ITEMS,,,None,,stationery,,,92,None,0,Inclusive,120,100000,1080876
PEARL DUST LIGHT GREEN,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1080877
PEARL DUST GREEN,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1080878
PEARL DUST FLESH TINT,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1080879
PEARL DUST VIOLET,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,100,100000,1080880
MULTI CRAFT ORANGE 100ML,ART ITEMS,,,None,,stationery,,,90,None,0,Inclusive,120,100000,1080881
COLOUR PALETE S,ART ITEMS,,,None,,stationery,,,45,None,0,Inclusive,80,100000,1080882
COLOUR PALETE M,ART ITEMS,,,None,,stationery,,,55,None,0,Inclusive,90,100000,1080883
COLOUR PALETE L,ART ITEMS,,,None,,stationery,,,65,None,0,Inclusive,110,100000,1080884
LEAF GREEN 100ML MULTI CRAFT,ART ITEMS,,,None,,stationery,,,115,None,0,Inclusive,120,100000,1080885
FEVICRYL 15ML OLIVE GREEN,ART ITEMS,,,None,,stationery,,,61.5,None,0,Inclusive,80,100000,1080886
FEVICRYL 15ML SAP GREEN,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,65,100000,1080887
FEVICRYL 15ML VIRIDIAN GREEN,ART ITEMS,,,None,,stationery,,,48.75,None,0,Inclusive,65,100000,1080888
FEVICRYL 15ML SAFFRON,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080889
FEVICRYL 15ML POPPY RED,ART ITEMS,,,None,,stationery,,,48.75,None,0,Inclusive,65,100000,1080890
FEVICRYL 15ML FUSCHIA,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080891
ACRYLIC 200ML CADMIUM YELLOW,ART ITEMS,,,None,,stationery,,,440,None,0,Inclusive,550,100000,1080892
PENTIUM 2000 JUMBO PASTELS 18,ART ITEMS,,,None,,stationery,,,98.5,None,0,Inclusive,170,100000,1080893
PENTIUM 2000 WATER COLOURS,ART ITEMS,,,None,,stationery,,,88,None,0,Inclusive,110,100000,1080894
NO.01 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,46.5,None,0,Inclusive,65,100000,1080895
NO.2 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,46.5,None,0,Inclusive,65,100000,1080896
NO.0 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,43.5,None,0,Inclusive,60,100000,1080897
NO.3 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,47.5,None,0,Inclusive,67,100000,1080898
NO.04 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,50.5,None,0,Inclusive,70,100000,1080899
NO.05 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,53.5,None,0,Inclusive,75,100000,1080900
NO.06 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,57.5,None,0,Inclusive,80,100000,1080901
NO.07 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,60.5,None,0,Inclusive,85,100000,1080902
NO.08 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,64.5,None,0,Inclusive,90,100000,1080903
NO.09 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,71.5,None,0,Inclusive,95,100000,1080904
NO.10 PRIARTI PAINT BRUSH,ART ITEMS,,,None,,stationery,,,78.5,None,0,Inclusive,110,100000,1080905
NO.084 CHROME YELLOW 15ML,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,65,100000,1080906
NO.281 OLIVE GREEN,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,65,100000,1080907
FUN READY MIX TEMPERA COLOURS,ART ITEMS,,,None,,stationery,,,300,None,0,Inclusive,340,100000,1080908
FUN RT COLOUES 250G,ART ITEMS,,,None,,stationery,,,175,None,0,Inclusive,195,100000,1080909
FUN RT SILVER COLOURS 250G,ART ITEMS,,,None,,stationery,,,225,None,0,Inclusive,245,100000,1080910
FUN RT GOLD COLOURS 250G,ART ITEMS,,,None,,stationery,,,225,None,0,Inclusive,245,100000,1080911
A3 SKETCH PAD,ART ITEMS,,,None,,stationery,,,600,None,0,Inclusive,850,100000,1080912
TEN PASTEL 12 COLOURS,ART ITEMS,,,None,,stationery,,,62.44,None,0,Inclusive,90,100000,1080913
TEN PASTEL 24 COLOURS,ART ITEMS,,,None,,stationery,,,104.06,None,0,Inclusive,150,100000,1080914
TFS TAKLON BRUSH # 7,ART ITEMS,,,None,,stationery,,,122.5,None,0,Inclusive,175,100000,1080915
NO.000 SPEED PONY HAIR BRUSH,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,95,100000,1080916
NO.00 SPEED PONY HAIR BRUSH,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,95,100000,1080917
NO.0 SPEED  PONY HAIR BRUSH,ART ITEMS,,,None,,stationery,,,57.5,None,0,Inclusive,75,100000,1080918
NO.1 SPEED PONY HAIR BRUSH,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,95,100000,1080919
NO.2 SPEED PONY HAIR BRUSH,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,95,100000,1080920
NO.3 SPEED PONY HAIR BRUSH,ART ITEMS,,,None,,stationery,,,85,None,0,Inclusive,110,100000,1080921
NO.30 FLESH TINT FABRIC PAINT,ART ITEMS,,,None,,stationery,,,45.6,None,0,Inclusive,65,100000,1080922
STUDENT LETTER STENCIL 10MM,ART ITEMS,,,None,,stationery,,,32.5,None,0,Inclusive,60,100000,1080923
STUDENT LETTER STENCIL 15MM,ART ITEMS,,,None,,stationery,,,45,None,0,Inclusive,70,100000,1080924
STUDENT LETTER STENCIL 20MM,ART ITEMS,,,None,,stationery,,,55,None,0,Inclusive,90,100000,1080925
PAIN BRUSH,ART ITEMS,,,None,,stationery,,,12.08,None,0,Inclusive,30,100000,1080926
GRAPHITE PENCIL,ART ITEMS,,,None,,stationery,,,475,None,0,Inclusive,950,100000,1080927
YOSOGO MIXING PALETTE,ART ITEMS,,,None,,stationery,,,83.5,None,0,Inclusive,125,100000,1080928
LETTERING STENCIL,ART ITEMS,,,None,,stationery,,,125,None,0,Inclusive,185,100000,1080929
LETTERING STENCIL 25MM,ART ITEMS,,,None,,stationery,,,45.5,None,0,Inclusive,70,100000,1080930
LETTERING STENCIL 20MM,ART ITEMS,,,None,,stationery,,,38.5,None,0,Inclusive,65,100000,1080931
"3"" ART BRUSH",ART ITEMS,,,None,,stationery,,,190,None,0,Inclusive,290,100000,1080932
A3 DRAWING BOARD,ART ITEMS,,,None,,stationery,,,"3,300.00",None,0,Inclusive,"4,850.00",100000,1080933
RICHERD DRAWING 80PGS BOOK,ART ITEMS,,,None,,stationery,,,64,None,0,Inclusive,80,100000,1080934
ACRYLIC 200ML PEWTER,ART ITEMS,,,None,,stationery,,,520,None,0,Inclusive,650,100000,1080935
ACRYLIC 200ML COPPER,ART ITEMS,,,None,,stationery,,,520,None,0,Inclusive,650,100000,1080936
ACRYLIC 200ML GOLD,ART ITEMS,,,None,,stationery,,,520,None,0,Inclusive,650,100000,1080937
COPPER DUST 15GM,ART ITEMS,,,None,,stationery,,,96,None,0,Inclusive,120,100000,1080938
SILVER DUST 15GM,ART ITEMS,,,None,,stationery,,,96,None,0,Inclusive,120,100000,1080939
GOLD DUST 15GM,ART ITEMS,,,None,,stationery,,,96,None,0,Inclusive,120,100000,1080940
PHOENIX CANVAS BOARD 12X16,ART ITEMS,,,None,,stationery,,,445.22,None,0,Inclusive,700,100000,1080941
PHOENIX CANVAS BOARD 12X18,ART ITEMS,,,None,,stationery,,,473.04,None,0,Inclusive,750,100000,1080942
PHOENIX CANVAS BOARD 10X14,ART ITEMS,,,None,,stationery,,,365.22,None,0,Inclusive,570,100000,1080943
PHOENIX CANVAS BOARD 12X12,ART ITEMS,,,None,,stationery,,,365.22,None,0,Inclusive,570,100000,1080944
PHOENIX CANVAS BOARD 16X20,ART ITEMS,,,None,,stationery,,,800,None,0,Inclusive,"1,200.00",100000,1080945
PHOENIX CANVAS BOARD 16X24,ART ITEMS,,,None,,stationery,,,667.83,None,0,Inclusive,"1,050.00",100000,1080946
NO.01 PHOENIX FOAM BRUSH,ART ITEMS,,,None,,stationery,,,48,None,0,Inclusive,60,100000,1080947
NO.02 PHOENIX FOAM BRUSH,ART ITEMS,,,None,,stationery,,,56,None,0,Inclusive,70,100000,1080948
NO.03 PHOENIX FOAM BRUSH,ART ITEMS,,,None,,stationery,,,64,None,0,Inclusive,80,100000,1080949
NO.04 PHOENIX FOAM BRUSH,ART ITEMS,,,None,,stationery,,,68,None,0,Inclusive,85,100000,1080950
PHOENIX FOAM BRUSH 20MM,ART ITEMS,,,None,,stationery,,,24.35,None,0,Inclusive,70,100000,1080951
PHOENIX FOAM BRUSH 25MM,ART ITEMS,,,None,,stationery,,,27.83,None,0,Inclusive,80,100000,1080952
PHOENIX FOAM BRUSH 45MM,ART ITEMS,,,None,,stationery,,,31.3,None,0,Inclusive,90,100000,1080953
PHOENIX FOAM BRUSH 55MM,ART ITEMS,,,None,,stationery,,,34.78,None,0,Inclusive,100,100000,1080954
PHOENIX FOAM BRUSH 60MM,ART ITEMS,,,None,,stationery,,,38.26,None,0,Inclusive,110,100000,1080955
PHOENIX CHARCOAL PENCIL,ART ITEMS,,,None,,stationery,,,69.57,None,0,Inclusive,110,100000,1080956
NINGBO EASEL 3030,ART ITEMS,,,None,,stationery,,,"2,605.50",None,0,Inclusive,"3,200.00",100000,1080957
PHOENIX WOODEN PALLET E5312,ART ITEMS,,,None,,stationery,,,368.7,None,0,Inclusive,600,100000,1080958
PHOENIX WOODEN PALLET E5311,ART ITEMS,,,None,,stationery,,,417.39,None,0,Inclusive,675,100000,1080959
PHOENIX SKETCH PAD 210 X 297 A4 N03,ART ITEMS,,,None,,stationery,,,416,None,0,Inclusive,520,100000,1080960
12 WAS CRAYONS NATARAJ,ART ITEMS,,,None,,stationery,,,50,None,0,Inclusive,65,100000,1080961
12 POSTER COLOURS,ART ITEMS,,,None,,stationery,,,392.5,None,0,Inclusive,570,100000,1080962
6 POSTER COLOURS NATRAJ,ART ITEMS,,,None,,stationery,,,212,None,0,Inclusive,300,100000,1080963
MARIES PAINTING KNIVES SET,ART ITEMS,,,None,,stationery,,,650,None,0,Inclusive,"1,100.00",100000,1080964
MARIES 48 COLOUR PASTEL,ART ITEMS,,,None,,stationery,,,990,None,0,Inclusive,"1,200.00",100000,1080965
MARIES 12 WATER COLOUR SET,ART ITEMS,,,None,,stationery,,,470,None,0,Inclusive,570,100000,1080966
FRANK CLARKE 12 ACRYLIC COLOURS,ART ITEMS,,,None,,stationery,,,890,None,0,Inclusive,"1,100.00",100000,1080967
MARIES 12 ACRYLIC COLOUR SET,ART ITEMS,,,None,,stationery,,,485,None,0,Inclusive,710,100000,1080968
MARIES 12 OIL COLOUR SET,ART ITEMS,,,None,,stationery,,,650,None,0,Inclusive,780,100000,1080969
MARIES 18 OIL COLOUR SET,ART ITEMS,,,None,,stationery,,,870,None,0,Inclusive,"1,050.00",100000,1080970
MARIES 18 ACRYLIC COLOUR SET,ART ITEMS,,,None,,stationery,,,700,None,0,Inclusive,860,100000,1080971
MARIES 18 WATER COLOURE SET,ART ITEMS,,,None,,stationery,,,800,None,0,Inclusive,960,100000,1080972
FRANK CLARKE 18 WATER COLOUR SET,ART ITEMS,,,None,,stationery,,,820,None,0,Inclusive,"1,050.00",100000,1080973
SKETCH SET,ART ITEMS,,,None,,stationery,,,235,None,0,Inclusive,340,100000,1080974
MARIES WOODEN PALATTE,ART ITEMS,,,None,,stationery,,,410,None,0,Inclusive,600,100000,1080975
NO.10 MARTOL ARTISTS BRUSH,ART ITEMS,,,None,,stationery,,,440,None,0,Inclusive,550,100000,1080976
NO.7 MATROL ARTISTS BRUSH,ART ITEMS,,,None,,stationery,,,296,None,0,Inclusive,320,100000,1080977
NO.1 MARTOL ARTISTS BRUSH,ART ITEMS,,,None,,stationery,,,112,None,0,Inclusive,170,100000,1080978
NO.4 MARTOL ARTISTS BRUSH,ART ITEMS,,,None,,stationery,,,176,None,0,Inclusive,220,100000,1080979
NO.5 MARTOL FLAT BRUSH,ART ITEMS,,,None,,stationery,,,216,None,0,Inclusive,270,100000,1080980
NO.8 MARTOL FLAT BRUSH,ART ITEMS,,,None,,stationery,,,352,None,0,Inclusive,440,100000,1080981
NO.12 MARTOL FLAT BRUSH,ART ITEMS,,,None,,stationery,,,552,None,0,Inclusive,690,100000,1080982
MAREIS TURPENTINE 75ML,ART ITEMS,,,None,,stationery,,,300,None,0,Inclusive,450,100000,1080983
WOOD CRAFT SET,ART ITEMS,,,None,,stationery,,,210,None,0,Inclusive,510,100000,1080984
QUILLING STENCIL MBM 214,ART ITEMS,,,None,,stationery,,,60,None,0,Inclusive,120,100000,1080985
WATTER COLOUR PLATE,ART ITEMS,,,None,,stationery,,,18,None,0,Inclusive,30,100000,1080986
CRAFT PUNCH M,ART ITEMS,,,None,,stationery,,,160,None,0,Inclusive,280,100000,1080987
221 GREEN ACRON POSTER COLOUR,ART ITEMS,,,None,,stationery,,,45.31,None,0,Inclusive,70,100000,1080988
217 BLACK ACRON POSTER COLOUR,ART ITEMS,,,None,,stationery,,,45.31,None,0,Inclusive,70,100000,1080989
201 YELLOW ACRON POSTER COLOUR,ART ITEMS,,,None,,stationery,,,45.31,None,0,Inclusive,70,100000,1080990
213 BURNT S ACRON POSTER COLOUR,ART ITEMS,,,None,,stationery,,,40.63,None,0,Inclusive,65,100000,1080991
111 WHITE ACRON POSTER COLOUR,ART ITEMS,,,None,,stationery,,,40.63,None,0,Inclusive,65,100000,1080992
209 RED ACRON POSTER COLOUR,ART ITEMS,,,None,,stationery,,,45.31,None,0,Inclusive,70,100000,1080993
NO.12 COLOUR CRAFT FLAT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,195,None,0,Inclusive,260,100000,1080994
PHOENIX ARTISTS BRUSH 70MM,ART ITEMS,,,None,,stationery,,,243.48,None,0,Inclusive,500,100000,1080995
ULTRAWASHABLE PAINT,ART ITEMS,,,None,,stationery,,,945,None,0,Inclusive,"1,350.00",100000,1080996
ULATRAWASHABLE PAINT PRI,ART ITEMS,,,None,,stationery,,,945,None,0,Inclusive,"1,350.00",100000,1080997
ULTRAWASHABLE PAINT FL N M,ART ITEMS,,,None,,stationery,,,"1,137.50",None,0,Inclusive,"1,625.00",100000,1080998
GOUACHE TUBES 12MLX,ART ITEMS,,,None,,stationery,,,693,None,0,Inclusive,990,100000,1080999
WC TABLETS 30MMX,ART ITEMS,,,None,,stationery,,,412.5,None,0,Inclusive,550,100000,1081000
PHOENIX ARTISTS BRUSH 15MM,ART ITEMS,,,None,,stationery,,,104.35,None,0,Inclusive,200,100000,1081001
PENTIUM JUMBO PASTEL 18,ART ITEMS,,,None,,stationery,,,136,None,0,Inclusive,170,100000,1081002
PENTIUM JUMBO PASTEL 24,ART ITEMS,,,None,,stationery,,,182,None,0,Inclusive,250,100000,1081003
PENTIUM 2000 PASTEL 36,ART ITEMS,,,None,,stationery,,,216,None,0,Inclusive,220,100000,1081004
MONAMI 12 ACRYLIC COLOUR SET,ART ITEMS,,,None,,stationery,,,200,None,0,Inclusive,350,100000,1081005
PAINT BRUSH SET,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,150,100000,1081006
NO:07 INDIAN SABLE PB,ART ITEMS,,,None,,stationery,,,67.5,None,0,Inclusive,160,100000,1081007
NO:09 INDIA SABLE PB,ART ITEMS,,,None,,stationery,,,86.25,None,0,Inclusive,190,100000,1081008
NO:00 GALAXY PB,ART ITEMS,,,None,,stationery,,,30,None,0,Inclusive,40,100000,1081009
NO:00 WT PAINT  BRUSH,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,120,100000,1081010
NO:0 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,70,None,0,Inclusive,120,100000,1081011
NO:1 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,75,None,0,Inclusive,130,100000,1081012
NO:2 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,80,None,0,Inclusive,140,100000,1081013
NO:3 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,85,None,0,Inclusive,150,100000,1081014
NO:4 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,90,None,0,Inclusive,160,100000,1081015
NO:5 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,95,None,0,Inclusive,170,100000,1081016
NO:6 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,100,None,0,Inclusive,180,100000,1081017
NO:7 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,115,None,0,Inclusive,190,100000,1081018
NO:8 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,125,None,0,Inclusive,200,100000,1081019
NO:9 WT PAINT BRUSH,ART ITEMS,,,None,,stationery,,,160,None,0,Inclusive,250,100000,1081020
